연도,수집구간,제목,내용,날짜,링크
2021,2021.01.01. ~ 2021.12.31.,질문어떤공부를해야할까야요?아니면 취직?,사람만나고 상대하고 친하게 지내고 힘드네요 누군가는 연애감정이 그렇게 감정소비심하다던데 연애안해도 사람만나는게 소비가 심해요 감정이나 돈이나 시간이나 차라리 혼자서도 할수있는데 물론 시간이 걸리고 속도가 느리겠지만 같이입사를해도 따라하면서 저한테 뭐라하던 상사도 있었고 늦게온사람이 상사랑 혈연지연이라고 동선도 바꾸고 일형식도 바꾸거나 간호조무사자격증은 고딩때땄는데 그걸 30넘어서도 쓰지만 단순업무도 못하고 단순은 단순하게 생각해도 왜일하며 말이없냐 사람 도와주는서비스인데 휠체어탄할머니와서 바지팬티올려주고 지팡이쥐어주고 휠체어태워주고 엘베잡아태워 1층가서 돈주면받아계산까지해줘 이것등등때문에 대놓고 친구랑 상사욕하고 할머니욕하고 팀장급이랑 싸우고 권고사직이라지만 그만둔다말하고 이런식이니 일하기겁나고 하기싫고 그만둔곳 또가고 마주치면 인사도 싫고 어차피 상대방이 받아줄지도 않을거 안하고 지금은 아무것도 안하고있는데 일했던기억들이 남아 일을 다시해도 여전히 제자리에 있고 새로운걸하자니 공부머리도아니고 사실하고싶은것도 없고 30넘어서도 이러니 요즘30까지는 청년이며 애라고 쳐주기로 암묵합의라던데 여자남자달라도 나이많은사람이 직장도 번듯이 없이 나이만 먹어 내세울거하나도 없으니 뭘해야할까요 친구는 알바하며 전자산업기사딴다는데 저는 컴활필기보고는 있는데 난이도도 제일쉬운거 어렵다지만 따지도 못하고 진짜 장애있는거같고 고용노동부에서는 그나이에알바말고 취직하라하지 동생은 자기공부할때 공부할사람없다고 같이 공부하자하는데 인터넷후기같은거보면 학원가도 놀사람은 놀고 또 모임해도 돈나가고 밥사먹고 그렇다고 독학은 안되고 뭘해야할까요 20살초반에 이런고민 얕게했지만 그때는 공장못가면 대학이나 가자이런선택지라도 있지만 누가 여전히 나이먹고 애매하고 선택지도없고 갈림길도 없고 앞길도 없고 어떻게하면좋을까요 대학은 사복야간나와서 2급있는데 이사다니느라 자격증이 실종되어서 재발급받을수있을지모르겠고 남들은 하면된다는데 안되니문제고 왜안되냐물어보면 나도모르겠는걸,작성일2021.05.24,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=390504355&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문먼 길 - 이장근 시 분석 좀 해주세용 ㅜㅜ,지하철 계단을 내려갈 때 귀에 익은 멜로디가 들렸다 “즐거운 곳에서는 날 오라 하여도 내 쉴 곳은 작은 집 내 집뿐이리” 뒤돌아보니 전동 휠체어를 탄 아줌마가 휠체어 리프트에 실려 내려오고 있었다 내가 계단을 다 내려오고도 끝나지 않는 멜로디 세 번이나 반복했는데도 땅에 닿지 못한 아줌마 즐거운 곳으로 외출하는 길일까 작은 집으로 돌아가는 길일까 멀고 먼 길 -이 시가 담고있는 의미랑 시에 쓰인 표현법 좀 알려주세요 ㅜㅜㅜㅜ,작성일2021.05.16,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30702&docId=389873109&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문이장근의 먼 길 시 분석좀 해주세요 ㅠㅠㅠㅠ,먼 길 지하철 계단을 내려갈 때 귀에 익은 멜로디가 들렸다 “즐거운 곳에서는 날 오라 하여도 내 쉴 곳은 작은 집 내 집뿐이리” 뒤돌아보니 전동 휠체어를 탄 아줌마가 휠체어 리프트에 실려 내려오고 있었다 내가 계단을 다 내려오고도 끝나지 않는 멜로디 세 번이나 반복했는데도 땅에 닿지 못한 아줌마 즐거운 곳으로 외출하는 길일까 작은 집으로 들어가는 길일까 먼고 먼 길 해석이랑 표현법 좀 알려주세요ㅠㅠㅠㅠㅠㅠ,작성일2021.05.15,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30702&docId=389792768&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문영상 제목 좀 알려줘요,학교에서 보여준건데 시간이 안돼서 중간에 끊겨 이어 볼려고요 일단 장애인 이해 교육 영상에요 남주와 여주가 있는데 남주가 휠체어 타는 장애인이고 할머니와 살아요 엄마는 신발공장에서 일하고 아빠는 기억 안나요 그리고 여주는 아빠가 옷 가게 수선 일단 여주 남주가 바로 옆집이고 어쩌다 친해져요 남주는 자기가 장애인걸 숨기고 남주는 학교를 가기고 결심했어요 여주와 같은 반이 됐어요 여주는 큰 충격 글고 어쩌다가 남주가 무슨 흴체어랑 비슷한 거 타고 경주하는 운동 선수가 되고 싶대요 그리고 여주의 아빠가 코치가 되고 제가 아는 이야기는 여기까지가 끝이에요,작성일2021.05.14,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3010101&docId=389737616&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문제가 전동삼륜화물차를 구매하려고하는데 기초수급자 지원,"제가 전동삼륜화물차를 구매하려고하는데 기초수급자 보조금이가능한가요?? 다리가 불편하고 장애판정 받았습니다. 그리고 기초수급자인데 뒤에 적재함있는 전동삼륜화물차 구매하고싶은데 전동스쿠터나 전동휠체어등은 지원이가능한데, 전동삼륜화물차도 지원이 가능한지 궁금해서요",작성일2021.05.14,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110104&docId=389705193&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문노인장기요양등급 관련 문의,"저의 어머니께서 요양병원 입원 전 (2년전) 일반병원에 노환으로 입원해 (병명은 췌장염, 노인성 치매, 방광염 등)걸을수는 있었으나, 장시간 서있거나 앉아 있기가 불편하신정도.. 그때 장기요양등급 3급을 판정받았으나, 현재는 요양병원에서 근력이 떨어져, 매일같이 누워있가만 하고 걷지를 못하시고 최근 기억을 잘 못하시고 (자식등 얼굴과 이름은 알아보시나 항상 똑같은 말씀을 하시니 아마도 어느시점까지만 기억하시는 노인성 치매임) 병원 진료 받는데도 힘들어하실 정도로 악화된 상황인데. 질문 1) 요양등급 갱신기간에 3급에서 2등급, 1등급으로 재 판정받을 수 있는지요? 장애인 등급과 별개이겠으나 동등한 지원자격을 얻으려면 그 방법은 무엇인지? 예를 들어  장애인전용콜택시, 돌봄택시 등 지자체에서 시행하는 이동지원 같은 경우, 이용 자격이 장애등급 1~3등급이며, 기초소득자, 재가수급자 에게만 이용자격이 있는거 같은데, 일반 요양병원 이용환자 중 거동이 힘들고 휠체어 탑승환자가 진료차 병원에 이동 시 제 값내고 이용할 수 있는 이동시설은 없는지?    왜냐하면 자식들 차는 너무 낮거나, 높아 환자를 태우고 내리는데, 뼈밖에 안남은 어머니께서 잘못하다가 갈비뼈나 주위 골절위험이 있는거 같아 불안하거든요..  사실 아들들이 전문치료사도, 요양지도사도 아니라서 좀 겁이납니다 질문 2) 요양병원 입원중인 일반환자(장기요양등급, 휠체러로만 이동가능))가 병원진료차 노인 이동지원 전용차량 가능한곳은 없을까요?   아니면, 사기업 택시라도 환자용 휠체어 탑승차량 택시는 없는지?",작성일2021.05.10,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100103&docId=389366660&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문장애인인 언니가 밖에 나가고 싶어 하는데 마스크를 안쓸려 해요.,저희 언니가 장애인 인데 장애가 심해요. 제가 알고있는거는 지적장애1급이고 지능이 2살이고 걷는것도 못해서 늘 휠체어 타야해요. 귀도 한쪽이 덜 잘아서 마스크를 귀에 걸수가 없어요. 코도 옛날에 학교에서 걷는연습 하다가 다쳐서 코뼈가 부러졌나? 했서 작아요. 근데 요즘 언니가 밖에 나가고 싶어 해요. 그래서 마스크밴드나 숨쉬기 편한 도구들을 사서 언니한테 씌웠더니 얼굴에 뭐가 묻는게 싫어서 계속 마스크를 벗을려 해요. 힘은 쌔거든요. 벗을려 할때 얼굴 다칠까봐 조마조마해서 제가 그냥 벗겨줘요. 그렇다고 마스크 안쓴 언니를 밖에 돌아다니게 하면 혹시나 걸릴까봐 두렵고.... 요즘 마스크 안쓰는 사람들도 많아서 언니 마스크를 안씌울까 하는 생각이 많이 나요. 그리고 1년에 한번씩은 가족여행을 가는데 전남이 코로나감염이 그나마 적어서 그쪽으로 여행가는 계획을 세워서 이제 곧 가는데 하필 또 전남에서 나오기 시작하고... 어떡게 해야 할까요? ㅠㅠㅠ 코로나 사라질지도 모르는데 그냥 몇년동안 저희 언니는 집안에서만 지내야 할까요? ㅠㅠㅠ  혹시 마스크 씌우는 좋은 방법이 있을까요? ㅠㅠㅠ 좋은 방법이 있으면 알려주시고 혹시 문제가 있으면 따끔하게 지적해 주세요. ㅠㅠ,작성일2021.05.06,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=389036144&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문장애인을 위한 건축물...,장애인을 위한 건축물인데! 예를들면 휠체어를 탄 사람이 사는 집이면 싱크대가 낮고 문턱이 없고 어딜가나 손잡이가 있는 그런 건축물을 모라고하죠 ㅠㅠ 중학교 3학년때 가정시간에 배웠는데..,작성일2021.05.04,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1119&docId=388874400&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문의족에 적응하기,"엉덩이 아래 두 다리를 모두 잃은 20대 초반의 장애 여성입니다. 휠체어에 의지하며 지내다가 골반을 감싸는 형태의 새로운 의족을 착용하게 되었는데요. 아무래도 일반적인 여자의 다리처럼 생기지는 않은, 기계에 가까운 다리라 받아들이는 과정이 오래 걸릴 것 같아요... 그렇지만...다시 일어설 수 있다는 것이 더 중요하겠죠? 언젠가는 이런 기계식 의족으로도 멋진 패션 소화하게 되겠죠? 사진은 제가 착용하는 실제 의족입니다.",작성일2021.05.03,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=814&docId=388755917&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문그렇게 잘못한 건가요,"얼마 전 동기 남자애를 우연히 마주쳤는데, 누구 휠체어를 끌고 있더라고요. 자기 동생이라면서 인사하라길래 아 동생이 장애를 가지고 있구나 라고 생각을 했어요. 동생 분이 되게 잘생겼었는데, 그렇게 된게 안타깝기도 해서 친구한테 누구 동생이 알고 보니까 장애인인 것 같은데 안타까웠다고 소소하게 그냥 얘기 했어요, 근데, 그게 학교에 소문이 났나봐요. 그래서 동기가  제가 말한 걸 알았는지 자기 동생 장애인은 아니고 심장병 때문에 걷기 힘들어서 휠체어 타고 다녔던 거다, 왜 혼자 멋대로 판단해서 그런 소문 내고 다니는 거냐고 엄청 화를 내는거예요. 근데, 솔직히 휠체어 탄 거 보면 다들 처음에 장애를 떠올라는 것 아닌가요. 저는 그렇게 오해할 수 있다고 생각하는건데, 저한테 너무 화를 내니까 제가 그렇게 잘못한건가도 싶네요.",작성일2021.05.02,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=814&docId=388729352&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문국민건강보험공단 보장구 환급 관련 질문드려요,안녕하세요 저희 할머니는 현재 미국 영주권자 이신데요 폭하시고 이번에 귀국하실 예정입니다 현재 연세도 여든이 넘으셧고 등도 굽으셔서 잘 걷지를 못하시는 상태세요 한국에 오시면 보호자용 휠체어가 필요한 상황입니다 찾아보니 국민건강보험공단에서 보장구 구매 환급이 되는 경우가 있던데요 질문드려요 1.현재 주민등록 말소 상태라 한국에 오시면 등록하고 하는데 2달정도 걸립니다 먼저 휠체어 구매 후 나중에 주민등록 후 신청해도 환급받을 수 있나요? (귀국 후 당장 필요해서요) 2.장애등록이 필요한것 같은데요 할머니는 등도 굽으시고 잘 걷지 못하시는 상태에요 관련하여 장애 등급이 나올수있나요? 감사합니다 좋은 하루 되십시요~^^,작성일2021.05.02,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100401&docId=388718159&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문장애인 인권침해 사례 중에 이런 것도 되나요?,장애인이 일상생활에서 비장애인과 마찬가지로 원하는 곳으로 이동하고자 할 때 이동할 수 있는 수단이 많이 없을 때도 있잖아요 만약 휠체어를 끄는 장애인이 지하철에 탔을 때 사람들이 안 좋은 시선으로 바라보거나 대놓고 다 들리게 욕이나 눈치를 주는 말을 하면 이것도 장애인 인권침해로 해당이 되는 건가요?,작성일2021.04.26,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61003&docId=388249725&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문보조기기 처방전에 관하여,제 가족분 중 한분이 중풍으로 쓰러져 휠체어를 구입하고자 하는데 요양원에 계시면 보조기기 처방전을 받을 수 없나요? 요양병원에 계신분들은 가능하다고 하는데 요양원에 계신분들도 가능한지를 잘 모르겠네요 알려주시면 감사하겠습니다.,작성일2021.04.26,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=388215783&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문이런 상황이면 어떠실 것 같아요?,"만난지 얼마 안된 여자친구와 잠깐 집에 들렀었는데, 마침 동생이 집에 있었거든요. 그런데, 동생이 많이 아프다가 못걷게 돼서 집에서도 휠체어를 타거든요. 여자친구랑 잠깐 인사도 나누고 분위기가 나쁘진 않았어요. 그런데, 여자친구가 조금 충격을 받았나봐요. 집 나와서 저한테 왜 동생이 장애가 있는 걸 말 안했냐고 화를 내더라고요. 만난지 얼마 안된 상황이니 가족 얘기를 깊게 안했을 뿐이고, 동생이 장애를 갖고 있다는 걸 아직 말 안한게 그렇게 화를 낼 일인가 싶네요. 저희 동생이 무슨 죄를 지은 것도 아니고.. 제가 기분 나쁜 상황이 맞는건지 잘 모르겠어서요. 이런 상황이면 많이 당황해서 화가 나실 것 같나요?",작성일2021.04.25,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=388117932&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문부산에 있는 대학들 중에서 평지에 있는 학교가 어디 있나요?,"제 주변에 건강장애가 있는 친구가 있는데, 전동휠체어를 타야할 정도로 거동이 불편합니다. 그래서 언덕에 있는 대학보단 평지에 있는 대학을 알아보는것 같은데 부산 지리를 제가 잘 몰라서 여기에 질문으로 남깁니다. 부산에 4년제 대학들 중에서 평지에 있는 대학들이 어디어디있을까요? 순수평지는 아니더라도 경사가 약한 대학들도 괜찮습니다.",작성일2021.04.21,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=1202&docId=387827003&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문아시는 분 부탁드려요,제가 쓰던 전동휠체어인데 중고로 팔려고합니다 사실분이나 팔수 있는 싸이트 아시는 분 계실까요? 중고나라에도 올렸는데 바로삭제되고 당근마켓이나 번개장터에도 올렸는데 안팔려서 다른 싸이트도 있나 글을 올려봅니다,작성일2021.04.21,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=387809735&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문요양병원 입원시 장기요양등급 신청,궁금한점이 있어 문의 남깁니다 1.65세 이상으로 요양병원 입원 후 장기요양서비스 신청 할수 있나요? 병원에서 인정조사하는거 몇번봤는대 된다는분있고 안된다는 분이 계셔서 궁금하네요 2.장기요양등급 1-2등급일 경우 요양원 입소 가능한거 맞나요 3.요양병원에 입원 중 등급받으시고 복지용구(휠체어/욕창매트리) 지원 받을수있나요? 이게 장기요양서비스인지 장애인?지원인가요 4. 등급별 가능한 서비스 종류가 궁금합니다,작성일2021.04.17,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=709&docId=387498687&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
